"hgnc_symbol","entrezgene_id","description","gene_biotype"
"NOP14-AS1",NA,"NOP14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:20205]","lncRNA"
"NPSR1-AS1",404744,"NPSR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:22128]","lncRNA"
"NPY6R",NA,"neuropeptide Y receptor Y6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:7959]","transcribed_unitary_pseudogene"
"NREP",9315,"neuronal regeneration related protein [Source:HGNC Symbol;Acc:HGNC:16834]","protein_coding"
"NSUN5P1",155400,"NSUN5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19146]","transcribed_unprocessed_pseudogene"
"NT5C1B",93034,"5'-nucleotidase, cytosolic IB [Source:HGNC Symbol;Acc:HGNC:17818]","protein_coding"
"NT5C2",22978,"5'-nucleotidase, cytosolic II [Source:HGNC Symbol;Acc:HGNC:8022]","protein_coding"
"NUB1",51667,"negative regulator of ubiquitin like proteins 1 [Source:HGNC Symbol;Acc:HGNC:17623]","protein_coding"
"NUDT2",318,"nudix hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8049]","protein_coding"
"NUDT3",11165,"nudix hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:8050]","protein_coding"
"NUDT8",254552,"nudix hydrolase 8 [Source:HGNC Symbol;Acc:HGNC:8055]","protein_coding"
"NUDT9P1",NA,"nudix hydrolase 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28523]","processed_pseudogene"
"OPN1MW2",728458,"opsin 1, medium wave sensitive 2 [Source:HGNC Symbol;Acc:HGNC:26952]","protein_coding"
"OR2A20P",401428,"olfactory receptor family 2 subfamily A member 20 pseudogene [Source:HGNC Symbol;Acc:HGNC:15413]","transcribed_unprocessed_pseudogene"
"OR2A42",402317,"olfactory receptor family 2 subfamily A member 42 [Source:HGNC Symbol;Acc:HGNC:31230]","protein_coding"
"OR2A9P",NA,"olfactory receptor family 2 subfamily A member 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:8236]","transcribed_unprocessed_pseudogene"
"OR4F3",26683,"olfactory receptor family 4 subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:8300]","protein_coding"
"OR4N3P",390539,"olfactory receptor family 4 subfamily N member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:15374]","transcribed_unprocessed_pseudogene"
"OR7E91P",NA,"olfactory receptor family 7 subfamily E member 91 pseudogene [Source:HGNC Symbol;Acc:HGNC:14747]","transcribed_unprocessed_pseudogene"
"OR8G5",219865,"olfactory receptor family 8 subfamily G member 5 [Source:HGNC Symbol;Acc:HGNC:19622]","protein_coding"
"OR8U1",219417,"olfactory receptor family 8 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:19611]","protein_coding"
"OR9G1",390174,"olfactory receptor family 9 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:15319]","protein_coding"
"ORM2",5005,"orosomucoid 2 [Source:HGNC Symbol;Acc:HGNC:8499]","protein_coding"
"OSTCP1",202459,"oligosaccharyltransferase complex subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30530]","lncRNA"
"OSTCP1",NA,"oligosaccharyltransferase complex subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30530]","transcribed_processed_pseudogene"
"P2RY11",5032,"purinergic receptor P2Y11 [Source:HGNC Symbol;Acc:HGNC:8540]","protein_coding"
"PABPN1",8106,"poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]","protein_coding"
"PAGE2",203569,"PAGE family member 2 [Source:HGNC Symbol;Acc:HGNC:31804]","protein_coding"
"PAGE3",139793,"PAGE family member 3 [Source:HGNC Symbol;Acc:HGNC:4110]","protein_coding"
"PAM16",51025,"presequence translocase associated motor 16 [Source:HGNC Symbol;Acc:HGNC:29679]","protein_coding"
"PARPBP",55010,"PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074]","protein_coding"
"PART1",25859,"prostate androgen-regulated transcript 1 [Source:HGNC Symbol;Acc:HGNC:17263]","lncRNA"
"PASK",23178,"PAS domain containing serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:17270]","protein_coding"
"PBRM1",55193,"polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]","protein_coding"
"PCDHA1",56147,"protocadherin alpha 1 [Source:HGNC Symbol;Acc:HGNC:8663]","protein_coding"
"PCDHA10",56139,"protocadherin alpha 10 [Source:HGNC Symbol;Acc:HGNC:8664]","protein_coding"
"PCDHA11",56138,"protocadherin alpha 11 [Source:HGNC Symbol;Acc:HGNC:8665]","protein_coding"
"PCDHA13",56136,"protocadherin alpha 13 [Source:HGNC Symbol;Acc:HGNC:8667]","protein_coding"
"PCDHA2",56146,"protocadherin alpha 2 [Source:HGNC Symbol;Acc:HGNC:8668]","protein_coding"
"PCDHA3",56145,"protocadherin alpha 3 [Source:HGNC Symbol;Acc:HGNC:8669]","protein_coding"
"PCDHA4",56144,"protocadherin alpha 4 [Source:HGNC Symbol;Acc:HGNC:8670]","protein_coding"
"PCDHA5",56143,"protocadherin alpha 5 [Source:HGNC Symbol;Acc:HGNC:8671]","protein_coding"
"PCDHA6",56142,"protocadherin alpha 6 [Source:HGNC Symbol;Acc:HGNC:8672]","protein_coding"
"PCDHA8",56140,"protocadherin alpha 8 [Source:HGNC Symbol;Acc:HGNC:8674]","protein_coding"
"PCDHA9",9752,"protocadherin alpha 9 [Source:HGNC Symbol;Acc:HGNC:8675]","protein_coding"
"PCDHAC1",56135,"protocadherin alpha subfamily C, 1 [Source:HGNC Symbol;Acc:HGNC:8676]","protein_coding"
"PCDHB19P",NA,"protocadherin beta 19 pseudogene [Source:HGNC Symbol;Acc:HGNC:14549]","transcribed_unprocessed_pseudogene"
"PCDHGA1",56114,"protocadherin gamma subfamily A, 1 [Source:HGNC Symbol;Acc:HGNC:8696]","protein_coding"
"PCDHGA10",56106,"protocadherin gamma subfamily A, 10 [Source:HGNC Symbol;Acc:HGNC:8697]","protein_coding"
"PCDHGA11",56105,"protocadherin gamma subfamily A, 11 [Source:HGNC Symbol;Acc:HGNC:8698]","protein_coding"
"PCDHGA12",26025,"protocadherin gamma subfamily A, 12 [Source:HGNC Symbol;Acc:HGNC:8699]","protein_coding"
"PCDHGA2",56113,"protocadherin gamma subfamily A, 2 [Source:HGNC Symbol;Acc:HGNC:8700]","protein_coding"
"PCDHGA4",56111,"protocadherin gamma subfamily A, 4 [Source:HGNC Symbol;Acc:HGNC:8702]","protein_coding"
"PCDHGA5",56110,"protocadherin gamma subfamily A, 5 [Source:HGNC Symbol;Acc:HGNC:8703]","protein_coding"
"PCDHGA6",56109,"protocadherin gamma subfamily A, 6 [Source:HGNC Symbol;Acc:HGNC:8704]","protein_coding"
"PCDHGA7",56108,"protocadherin gamma subfamily A, 7 [Source:HGNC Symbol;Acc:HGNC:8705]","protein_coding"
"PCDHGA8",9708,"protocadherin gamma subfamily A, 8 [Source:HGNC Symbol;Acc:HGNC:8706]","protein_coding"
"PCDHGA9",56107,"protocadherin gamma subfamily A, 9 [Source:HGNC Symbol;Acc:HGNC:8707]","protein_coding"
"PCDHGB1",56104,"protocadherin gamma subfamily B, 1 [Source:HGNC Symbol;Acc:HGNC:8708]","protein_coding"
"PCDHGB2",56103,"protocadherin gamma subfamily B, 2 [Source:HGNC Symbol;Acc:HGNC:8709]","protein_coding"
"PCDHGB3",56102,"protocadherin gamma subfamily B, 3 [Source:HGNC Symbol;Acc:HGNC:8710]","protein_coding"
"PCDHGB4",8641,"protocadherin gamma subfamily B, 4 [Source:HGNC Symbol;Acc:HGNC:8711]","protein_coding"
"PCDHGB5",56101,"protocadherin gamma subfamily B, 5 [Source:HGNC Symbol;Acc:HGNC:8712]","protein_coding"
"PCDHGB6",56100,"protocadherin gamma subfamily B, 6 [Source:HGNC Symbol;Acc:HGNC:8713]","protein_coding"
"PCDHGB7",56099,"protocadherin gamma subfamily B, 7 [Source:HGNC Symbol;Acc:HGNC:8714]","protein_coding"
"PCDHGC3",5098,"protocadherin gamma subfamily C, 3 [Source:HGNC Symbol;Acc:HGNC:8716]","protein_coding"
"PCDHGC4",56098,"protocadherin gamma subfamily C, 4 [Source:HGNC Symbol;Acc:HGNC:8717]","protein_coding"
"PCMT1",5110,"protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]","protein_coding"
"PCNAP1",NA,"proliferating cell nuclear antigen pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8732]","transcribed_processed_pseudogene"
"PDXDC2P",NA,"pyridoxal dependent decarboxylase domain containing 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:27559]","transcribed_unprocessed_pseudogene"
"PDXP",57026,"pyridoxal phosphatase [Source:HGNC Symbol;Acc:HGNC:30259]","protein_coding"
"PDZK1P1",NA,"PDZ domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31974]","transcribed_unprocessed_pseudogene"
"PECAM1",5175,"platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]","protein_coding"
"PEX19",5824,"peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713]","protein_coding"
"PGM5-AS1",572558,"PGM5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44181]","lncRNA"
"PGM5-AS1",124906859,"PGM5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44181]","lncRNA"
"PGM5P2",NA,"phosphoglucomutase 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:18965]","transcribed_unprocessed_pseudogene"
"PGM5P2",595135,"phosphoglucomutase 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:18965]","lncRNA"
"PHB2",11331,"prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306]","protein_coding"
"PHYHD1",254295,"phytanoyl-CoA dioxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23396]","protein_coding"
"PI4KAP1",NA,"phosphatidylinositol 4-kinase alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33576]","transcribed_unprocessed_pseudogene"
"PI4KAP2",NA,"phosphatidylinositol 4-kinase alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33577]","transcribed_unitary_pseudogene"
"PIANP",196500,"PILR alpha associated neural protein [Source:HGNC Symbol;Acc:HGNC:25338]","protein_coding"
"PIN4P1",NA,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44193]","processed_pseudogene"
"PINX1",54984,"PIN2 (TERF1) interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]","protein_coding"
"PKD1P1",NA,"polycystin 1, transient receptor potential channel interacting pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30065]","transcribed_unprocessed_pseudogene"
"PLA2G4B",100137049,"phospholipase A2 group IVB [Source:HGNC Symbol;Acc:HGNC:9036]","protein_coding"
"PLGLB2",5342,"plasminogen like B2 [Source:HGNC Symbol;Acc:HGNC:9073]","protein_coding"
"PMCHL1",NA,"pro-melanin concentrating hormone like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9110]","transcribed_unprocessed_pseudogene"
"PMF1",11243,"polyamine modulated factor 1 [Source:HGNC Symbol;Acc:HGNC:9112]","protein_coding"
"PMS2CL",NA,"PMS2 C-terminal like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:30061]","transcribed_unprocessed_pseudogene"
"PMS2P4",NA,"PMS1 homolog 2, mismatch repair system component pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:9129]","transcribed_unprocessed_pseudogene"
"PMS2P5",NA,"PMS1 homolog 2, mismatch repair system component pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:9130]","transcribed_unprocessed_pseudogene"
"POC1B",282809,"POC1 centriolar protein B [Source:HGNC Symbol;Acc:HGNC:30836]","protein_coding"
"POLR2J4",NA,"RNA polymerase II subunit J4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28195]","transcribed_unprocessed_pseudogene"
"POLR2J4",84820,"RNA polymerase II subunit J4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28195]","lncRNA"
"POLR2J4",401331,"RNA polymerase II subunit J4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28195]","lncRNA"
"POM121L8P",NA,"POM121 transmembrane nucleoporin like 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:35446]","transcribed_processed_pseudogene"
"POM121L9P",NA,"POM121 transmembrane nucleoporin like 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:30080]","transcribed_unprocessed_pseudogene"
"POM121L9P",29774,"POM121 transmembrane nucleoporin like 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:30080]","lncRNA"
"POMGNT1",55624,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]","protein_coding"
"PON3",5446,"paraoxonase 3 [Source:HGNC Symbol;Acc:HGNC:9206]","protein_coding"
"POU2F3",25833,"POU class 2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:19864]","protein_coding"
"PP2D1",151649,"protein phosphatase 2C like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28406]","protein_coding"
"PPAN",56342,"peter pan homolog [Source:HGNC Symbol;Acc:HGNC:9227]","protein_coding"
"PPFIA4",8497,"PTPRF interacting protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:9248]","protein_coding"
"PPIAL4C",653598,"peptidylprolyl isomerase A like 4C [Source:HGNC Symbol;Acc:HGNC:33995]","protein_coding"
"PPP1CC",5501,"protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]","protein_coding"
"PPP1R3E",90673,"protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]","protein_coding"
"PPP2CA",5515,"protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]","protein_coding"
"PPP2R2A",5520,"protein phosphatase 2 regulatory subunit Balpha [Source:HGNC Symbol;Acc:HGNC:9304]","protein_coding"
"PPP3CC",5533,"protein phosphatase 3 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9316]","protein_coding"
"PPP4R1L",NA,"protein phosphatase 4 regulatory subunit 1 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15755]","transcribed_unprocessed_pseudogene"
"PRAF2",11230,"PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911]","protein_coding"
"PRAMEF15",653619,"PRAME family member 15 [Source:HGNC Symbol;Acc:HGNC:26764]","protein_coding"
"PRAMEF5",343068,"PRAME family member 5 [Source:HGNC Symbol;Acc:HGNC:27995]","protein_coding"
"PRAMEF7",441871,"PRAME family member 7 [Source:HGNC Symbol;Acc:HGNC:28415]","protein_coding"
"PRAP1",118471,"proline rich acidic protein 1 [Source:HGNC Symbol;Acc:HGNC:23304]","protein_coding"
"PRG2",5553,"proteoglycan 2, pro eosinophil major basic protein [Source:HGNC Symbol;Acc:HGNC:9362]","protein_coding"
"PRNT",149830,"prion locus lncRNA, testis expressed [Source:HGNC Symbol;Acc:HGNC:18046]","lncRNA"
"PRORSD1P",NA,"prolyl-tRNA synthetase associated domain containing 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:34379]","transcribed_unitary_pseudogene"
"PRORSD1P",344405,"prolyl-tRNA synthetase associated domain containing 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:34379]","lncRNA"
"PRR20E",729250,"proline rich 20E [Source:HGNC Symbol;Acc:HGNC:37223]","protein_coding"
"PRR5",55615,"proline rich 5 [Source:HGNC Symbol;Acc:HGNC:31682]","protein_coding"
"PRR7-AS1",NA,"PRR7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27961]","lncRNA"
"PRSS30P",124221,"serine protease 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:28753]","lncRNA"
"PRSS30P",NA,"serine protease 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:28753]","transcribed_unitary_pseudogene"
"PSG1",5669,"pregnancy specific beta-1-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:9514]","protein_coding"
"PSG1",5672,"pregnancy specific beta-1-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:9514]","protein_coding"
"PSG6",5675,"pregnancy specific beta-1-glycoprotein 6 [Source:HGNC Symbol;Acc:HGNC:9523]","protein_coding"
"PSMD6-AS2",100507062,"PSMD6 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:44125]","lncRNA"
"PTCD1",26024,"pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198]","protein_coding"
"PTCRA",171558,"pre T cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290]","protein_coding"
"PTGER4P2",NA,"prostaglandin E receptor 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:9598]","transcribed_processed_pseudogene"
"PTOV1-AS1",100506033,"PTOV1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44174]","lncRNA"
"PTPDC1",138639,"protein tyrosine phosphatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30184]","protein_coding"
"PTPRVP",NA,"protein tyrosine phosphatase receptor type V, pseudogene [Source:HGNC Symbol;Acc:HGNC:13421]","transcribed_unitary_pseudogene"
"PWRN1",791114,"Prader-Willi region non-protein coding RNA 1 [Source:HGNC Symbol;Acc:HGNC:33235]","lncRNA"
"PWRN1",101928840,"Prader-Willi region non-protein coding RNA 1 [Source:HGNC Symbol;Acc:HGNC:33235]","lncRNA"
"PYY2",NA,"peptide YY 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9749]","transcribed_unprocessed_pseudogene"
"RAB5C",5878,"RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]","protein_coding"
"RAD51D",5892,"RAD51 paralog D [Source:HGNC Symbol;Acc:HGNC:9823]","protein_coding"
"RAMP2-AS1",100190938,"RAMP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44358]","lncRNA"
"RAPGEF4-AS1",91149,"RAPGEF4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28081]","lncRNA"
"RASA4CP",NA,"RAS p21 protein activator 4C, pseudogene [Source:HGNC Symbol;Acc:HGNC:44185]","transcribed_unprocessed_pseudogene"
"RASA4CP",84820,"RNA polymerase II subunit J4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28195]","lncRNA"
"RASA4CP",401331,"RNA polymerase II subunit J4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28195]","lncRNA"
"RASAL2-AS1",100302401,"RASAL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44170]","lncRNA"
"RBM4",5936,"RNA binding motif protein 4 [Source:HGNC Symbol;Acc:HGNC:9901]","protein_coding"
"RBMY1B",378948,"RNA binding motif protein Y-linked family 1 member B [Source:HGNC Symbol;Acc:HGNC:23914]","protein_coding"
"RBMY1D",378949,"RNA binding motif protein Y-linked family 1 member D [Source:HGNC Symbol;Acc:HGNC:23915]","protein_coding"
"RBMY1J",378951,"RNA binding motif protein Y-linked family 1 member J [Source:HGNC Symbol;Acc:HGNC:23917]","protein_coding"
"RBMY2FP",NA,"RNA binding motif protein Y-linked family 2 member F, pseudogene [Source:HGNC Symbol;Acc:HGNC:23891]","transcribed_unprocessed_pseudogene"
"RCAN2",10231,"regulator of calcineurin 2 [Source:HGNC Symbol;Acc:HGNC:3041]","protein_coding"
"RDH14",57665,"retinol dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:19979]","protein_coding"
"REXO1L2P",NA,"REXO1 like 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:32239]","processed_pseudogene"
"RGPD8",727851,"RANBP2 like and GRIP domain containing 8 [Source:HGNC Symbol;Acc:HGNC:9849]","protein_coding"
"RHNO1",83695,"RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:HGNC:28206]","protein_coding"
"RND3",390,"Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]","protein_coding"
"RNF213",57674,"ring finger protein 213 [Source:HGNC Symbol;Acc:HGNC:14539]","protein_coding"
"RNF216P1",441191,"ring finger protein 216 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33610]","lncRNA"
"RNF5P1",NA,"ring finger protein 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31053]","processed_pseudogene"
"ROCK1P1",NA,"Rho associated coiled-coil containing protein kinase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37832]","transcribed_unprocessed_pseudogene"
"RP9P",NA,"RP9 pseudogene [Source:HGNC Symbol;Acc:HGNC:33969]","transcribed_unprocessed_pseudogene"
"RP9P",441212,"RP9 pseudogene [Source:HGNC Symbol;Acc:HGNC:33969]","lncRNA"
"RPL13AP17",NA,"ribosomal protein L13a pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:36167]","transcribed_processed_pseudogene"
"RPL13AP17",399670,"ribosomal protein L13a pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:36167]","lncRNA"
"RPL13P5",NA,"ribosomal protein L13 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30363]","transcribed_processed_pseudogene"
"RPL15",6138,"ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]","protein_coding"
"RPL17",6139,"ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307]","protein_coding"
"RPL21P44",NA,"ribosomal protein L21 pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:33820]","processed_pseudogene"
"RPL23AP53",NA,"ribosomal protein L23a pseudogene 53 [Source:HGNC Symbol;Acc:HGNC:35921]","transcribed_processed_pseudogene"
"RPL23AP64",NA,"ribosomal protein L23a pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:36552]","processed_pseudogene"
"RPL23AP7",NA,"ribosomal protein L23a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:17336]","transcribed_processed_pseudogene"
"RPL23AP82",NA,"ribosomal protein L23a pseudogene 82 [Source:HGNC Symbol;Acc:HGNC:33730]","transcribed_unprocessed_pseudogene"
"RPL29P2",NA,"ribosomal protein L29 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17334]","transcribed_processed_pseudogene"
"RPL31P11",NA,"ribosomal protein L31 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35849]","transcribed_processed_pseudogene"
"RPL31P11",641311,"ribosomal protein L31 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35849]","lncRNA"
"RPL32P3",NA,"ribosomal protein L32 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:27024]","transcribed_unprocessed_pseudogene"
"RPL36A",6173,"ribosomal protein L36a [Source:HGNC Symbol;Acc:HGNC:10359]","protein_coding"
"RPP21",79897,"ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]","protein_coding"
"RPP21",202658,"ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]","protein_coding"
"RPS10",6204,"ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:10383]","protein_coding"
"RPS10P7",NA,"ribosomal protein S10 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36423]","transcribed_processed_pseudogene"
"RPS15AP10",NA,"ribosomal protein S15a pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37001]","processed_pseudogene"
"RPS26P11",NA,"ribosomal protein S26 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:31817]","processed_pseudogene"
"RPS2P32",NA,"ribosomal protein S2 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:30518]","processed_pseudogene"
"RPSAP52",NA,"ribosomal protein SA pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:35752]","transcribed_processed_pseudogene"
"RPSAP52",204010,"ribosomal protein SA pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:35752]","lncRNA"
"RRN3P2",653390,"RRN3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37619]","lncRNA"
"RSPH10B2",728194,"radial spoke head 10 homolog B2 [Source:HGNC Symbol;Acc:HGNC:34385]","protein_coding"
"SAA2",6289,"serum amyloid A2 [Source:HGNC Symbol;Acc:HGNC:10514]","protein_coding"
